lyrics;title
"Olor a nicotina mesas cojas, comandas de tequila luces rojas;
Tertulias que se olvidan cuando llega la maldita resaca
Meseras con billetes en la blusa, trincheras de una luz semi difusa;
Que les quita la cara a los que esconden secretos personales
El bar es un hotel de medio pelo, que le cura el desconsuelo;
A los que no saben que hacer con el desvelo, como yo
Papeles por de bajo de la mesa, cócteles que te alivian la tristeza;
Canciones como dagas en el pecho de la melancolía
Historias que no van a ningún lado, glorias de un pasado tan pasado;
Y mis sueños merodeando suicidados en la vieja tarima
Yo llevo aquí metido media vida y sigo sólo y sin salida recordando
Todas las putas noches
Que ahí se sentaba ella, que ahí se enamoró de mí;
Ahí mientras cantaba pintaba en servilletas;
Mensajes subversivos mientras se las sujetaba
Ahí se sentaba ella, ahí se enamoró de mí
Ahí en esa silla ella un día se aburrió de mí
Dolores se llamaba que ironía, dolores no busca compañía;
Que le durará mas que el after show y el sudor del camerino
Se unió a los delirios del trasnoche se alió a los colirios y al derroche;
Y yo que bauticé de amor lo que era compañía
Jamás vimos la luna, por que el bar nunca nos hizo recordar;
Que a fuera el mundo continuaba sin nosotros
Por que ahí se sentaba ella, que ahí se enamoro de mí;
Ahí mientras cantaba pintaba en servilletas;
Mensajes subversivos mientras se las sujetaba
Ahí se sentaba ella, ahí se enamoro de mí
Ahí en esa silla ella un día se aburrió de mí
Se me acabo el carisma si me vieras
Mi voz ya no es la misma si me oyeras;
La noche es una puta divertida, pero cobra factura
Me fumó otro cigarro y la mañana, me opaca como barro en la ventana;
Y vuelvo como siempre a recordar
Que ahí se sentaba ella, ahí se enamoro de mi
Ahí en esa silla ella un día se aburrió de mí
Un jueves decidió no regresar, y no existe noche en este bar;
Que yo no cante su canción por si regresa
";Bar
"Buenas noches Don David ¿como le va?
Buenas noches Doña Marta es un placer
Si me he vestido de negro no es por luto creanme
Aunque si esto no es la muerte se le ha de parecer
Le aceptaria Doña Marta un cafecito de preferencia bien cargado
Deberia tomarse Don David algo fuertecito
Para que este mas relajado
No frunza el ceño Don David
No me odie antes de tiempo y diga me ¿Como esta el trabajo Don David?
¿Que hay de la economia?
¿Como anda el futbol?
Cuente Doña Marta lo que quiera
Si quiere hablar de la cocina
Digan algo por favor para no ir directo al punto
Se preguntaran que diablos hago aqui
Toda una vida de vecino y nunca vine a visitar
Pues resulta que este humilde servidor
Se ha enamorado de Martita su hija la menor
Le suplicaria atentamente Don David
No meta a mi madre en esto
Se bien la fama que me han dado de truhan
Pero juro que esto es honesto
No se levante Don David
No me odie antes de tiempo
Y digame ¿Como esta el traguito Don David?
Tomese otro poquito
Salud por la familia
Que bonita casa Doña Marta
¿Fue idea suya las cortinas?
Sientense y relajense
Que esto esta solo que empieza
Me enamore de ella
Que quieren que les diga si me enamore
Se enamoro de mi
Que quieren que haga si se enamoro
Nos enamoramos
Se que no he sido un ejemplo pero me enamore
Todo empezo aquel martes a las tres
Ella iba a la escuela y la encontre en la estacion
Era apenas una niña semanas atras
Y la descubri mujer en un vestido cafe
No fue facil conquistarla Don David
La persegui por todos lados
Y entre mas dificil se ponia Don David
Yo mas enamorado
Ya no me grite Don David
No me odie antes de tiempo
Y sepa usted que estoy orgulloso Don David
De la hija que ha formado
Una dama hecha y derecha
Que ademas de ser hermosa
Es mujer como ninguna
Se parece a Doña Marta con todo respeto
Me enamore de ella
Que quieren que les diga si me enamore
Se enamoro de mi
Que quieren que haga si se enamoro
Nos enamoramos
Se que no he sido un ejemplo pero me enamore
Antes de que yo me largue como es su voluntad
Sepa usted que si me largo ella se viene de una vez
Porque fruto del amor que nos tenemos
Martita y yo
Pronto seremos tres
";Buenas Noches Don David
"Yo no vine a recordar el invierno
Ni a decirles como es que hay que vivir
Cada quien con su cielo, su invierno
Su duda, su historia, su miedo a morir
Si usted está aquí por que quiso
Y yo estoy aquí porque quiero
No hay engaño cuando hay previo aviso
Usted pone el viento, yo pongo el velero
A lidiar otra vez contra el miedo
A intentar que la gloria no se venga a la casa
(CORO):
Cuando esto termine iré a algún hotel
Servicio a la carta, más solo que Dios
Aplausos tatuados en toda la piel
Silencios que duelen, un vuelve, un adios
Cada quien se irá rumbo a su casa
Con algo que es mio y de nadie más
Se me queda una canción compartida
Y otra visa para coleccionar
Un ""¿qué tal?"" y ya estoy de partida
Un pedazo de cielo que tendré que olvidar
No me puedo quedar en la gloria
Mañana se viene, otro día será
(CORO):
Y Cuando esto termine iré a algún hotel
Servicio a la carta, más solo que Dios
Aplausos tatuados en toda la piel
Silencios que duelen, un vuelve, un adios
Cada quien se irá rumbo a su casa
Con algo que es mio y de nadie más
Yo no vine a recordar el invierno
Ni a decirles cómo es que hay que vivir
";Cada quien su invierno - en vivo
"Carabelas cargadas de malos presagios
Emisarios de la trampa y la colonisación
Tocan tierra provocando un gran naufragio
Cargados de demonios y una nueva religion
Pisaron tierra de Guanahani
Bienvenida la desolacion
Esos sueños de estafa y de saqueo
Ese gusto por el oro y esas ansias de poder
Es el cancer que aun enferma al herdero
Es la historia de una tierra condenada a padecer
Pero el Negro y el Indio y el Espanol
Se mezclaron para darle un gusto a Dios
(bis)
";Carabelas
"Ya no puedo seguir aguantando tanto
A la infame de tu abuela y a tu viejo que es un espanto
A tu madre y su comida Francesa
Que en vez de hambre me da tristeza
Ya no puedo seguir realmente estoy harto
Darte un beso o acariciarte en casa resulta mas dificil que un parto
Y mi economia ya no soporta
Tanto soborno para el idiota de tu hermanito
Y tu tia que presume de pura
No hace mas que enseñe las piernas y guiñarme el ojo
Tu casa es casa de locos
Y tu tambien otro poco
Por seguir alli y no venirte aqui conmigo
Tu casa es casa de locos
Y tu tambien otro poco
Por seguir alli y no venirte aqui conmigo
Tu casa es casa de locos
Tu perro no me deja en paz ni un rato
En plena reunion familiar le hace el amor a mi zapato
Y los arañazos en mi espalda son por culpa de tu maldito gato
Por eso me vine a mi casa
Y perfiero extrañarte a poner un pie en la tuya
Tu casa es casa de locos
Y tu tambien otro poco
Por seguir alli y no venirte aqui conmigo
Tu casa es casa de locos
Y tu tambien otro poco
Por seguir alli y no venirte aqui conmigo
Tu casa es casa de locos
Ayer tocaron mi puerta y eras tu con tu maleta
Bajo el brazo y en Frances un viejo libro de recetas
Y te abrace aunque comprendi
Que se repitiria la misma historia
Ahora en mi banqueta
";Casa de Locos
"Empezó haciendo panfletos con consignas populares
Un letrero ""patria o muerte"" en la pared y el che guevara
Defendía el capital de carlos marx con argumentos colosales
Así lo conocí años atrás a los dieciocho
Enemigo de la radio y la canción con estribillo
El entorno le ayudaba pa' engordar tantos rencores
No perdía la ocasión pa' hacer valer sus argumentos de caudillo
Y el futuro se asomaba con sorpresas tras la esquina
Caudillo
Tatuate en la piel lo que prometas
Que el tiempo puede hacerte un mercenario
Y ser tan solo otro falso profeta
Caudillo
De la revolución a la avaricia
Hay solo un par de pasos en la brecha
Cuidado y te resbalas por lo fácil
Se graduó de abogado un abril y en proceso
Los ideales empezaron a sufrir reumas y achaques
Reclutado en un partido liberal fue diputado en el congreso
Su oratoria se hizo experta en la mentira y en el debate
Yo lo vi haciendo grafitis ""patria o muerte"" donde quiera
Yo era el flaco con guitarra no se bien si se recuerde
Se ve raro con corbata ferragamo y louis vuitton en la cartera
Que fácil se acomodan los ideales a capricho
Caudillo
Hoy silbas las canciones de la radio
El che ya no es la foto en tu castillo
Hoy eres de ti mismo el mercenario
Caudillo
Se te olvido tatuarte las promesas
A donde fue el muchacho solidario
Que dividía el pan que hubo en su
Mesa
Hay manifestación frente al palacio de
Gobierno
El tipo en el balcón presidencial
Se le parece a aquel muchaho
";Caudillo
"Te sabias el popurrí del Kamasutra
Y burlábamos la lay de gravedad
Intentábamos de todo sin preguntas
Y mentíamos con toda honestidad
No había reloj ni presupuesto
La piel lo que traíamos puesto
Y nos bastaba
Besos y croissant por desayuno
Sudor, gimnasia y piel para cenar
Homo sapiens en pleno siglo XXI
Trogloditas del amor al natural
Se nos dio un fideicomiso
Por unos días el paraíso para los dos
Cavernícolas, eso fuimos
Sin patria, sin futuro, sin hogar
Éramos dos y nos bastaba
Quien sabe dios que nos gustaba
Vivir así
Cavernícolas eso fuimos
Jugando a diariamente a improvisar
No tenia nombre ni apellido
Quien sabe si era permitido vivir así
Yo te decía belleza
Yo era el flaco
Jamás memorizamos apellidos
Sutil veneno tan afrodisíaco
No depender de ningún sustantivo
Jamás hablamos del futuro
Solo el presente era seguro
El resto humo
Cavernícolas, eso fuimos
Sin patria, sin futuro, sin hogar
Éramos dos y nos bastaba
Quien sabe dios que nos gustaba
Vivir así
Cavernícolas eso fuimos
Jugando a diariamente a improvisar
No tenia nombre ni apellido
Quien sabe si era permitido
Vivir así
Y mientras como hojarasca
La realidad y la costumbre
Y se acabo la inmunidad
La cueva se convirtió en casa
El azar en mansedumbre
Se suicido la libertad
Cavernícolas, eso fuimos
Sin patria, sin futuro, sin hogar
Éramos dos y nos bastaba
Quien sabe dios que nos gustaba
Vivir así
Cavernícolas, eso fuimos
Jugando a diariamente a improvisar
No tenia nombre ni apellido
Quien sabe si era permitido
Vivir así
Yo te decía belleza
Yo era el flaco
Y mentíamos con toda honestidad
";Cavernícolas
"Con un saco de Versace
Y un Cartier en la muñeca
Con un Mercedes del año
Regalos de papi y mami
Con Bousheron en el cuello
Y unos Carrera en los ojos
Con unos jeans de Valentino
El es un promo ambulante
Bastó para conquistarte
La pura tapicería
Bastó para disfrazarte
La pura bisutería
A ver si cuando estén solos
Y ya no este papi y mami
A la hora de estar desnudos
Los salva el señor Versace
Chicos de plástico, chicos de plástico
Cada oveja busca su pareja
Y se construyen su propia reja
Chicos de plástico, chicos de plástico
Su amargura la pintan de alegría
Y viven una pesadilla
Chicos de plástico
Entre esos trajes de lujo
Y ese tan extraño hablado
Con ese gran influjo
Que el norte les ha heredado
No es que este malo estar bien
Si es que tú te lo has ganado
Lo malo es ir presumiendo
Lo que tu papi te ha dado
Cuidado que entre la seda
Tambien cabe un papanatas
Cuidado que el caviar
Tambien le gusta a las ratas
Chicos de plástico, chicos de plástico
Cada oveja busca su pareja
Y se construyen su propia reja
Chicos de plástico, chicos de plástico
Su amargura la pintan de alegría
Y viven una pesadilla
Chicos de plástico
";Chicos de Plastico
"Letra de Circo SoledadHay payasos con sonrisas de colores
Que se ríen pa' ocultar cuanto les duele
Trapecistas con corbata y de señores
Y bufones como plagas en la tele
En el circo lo que aburre te entretiene
Hay perritos dando saltos como bobos
Y elefantes dirigiendo un ministerio
Sicarios con simpáticos apodos
Acróbatas de moto y cementerio
En el circo si no mata es un remedio
Mimos sin libertad
El alma muere si eres marioneta
Circo de soledad
La crisis jubiló a otro poeta
Verdades que traen trampa en la maleta
Personajes que aman al proletario
Que se vuelven magos si los multiplican
Joroba como buenos dromedarios
Pa' ocultar lo que el domingo purifica
En el circo si estás cerca te salpican
Siempre habrá un buen domador pa'l que se deje
Y arlequines que se presten pa' comprarlos
Está el tigre que se come al que se queje
Y el caballo que acaricias pa' montarlo
En el circo al que piensa hay que asustarlo
Mimos sin libertad
El alma muere si eres marioneta
Circo de soledad
La crisis jubiló a otro poeta
El circo sobrevive con piruetas
Serás el tira fuego o el bufón
Quién tire los cuchillos o el Faquir
Serás el boletero o el patrón
O el que aplaste a los otros pa' subir
Mimos sin libertad
El alma muere si eres marioneta
Circo de soledad
La crisis jubiló a otro poeta
Y un niño recibiendo la estafeta
";Circo Soledad
"[Instrumental]
";Circo Soledad (Intro)
"Hay una luna
Hay un padrino de la mafia siciliana
Hay un conserje, hay un bill gates y una vacuna
Viaje espacial en micro bus o en marihuana
Hay noche buena hay escasez y hay duty free
Un asesino un periodista una modelo un crucigrama
Un congresista un anarquista un clandestino
Hay un demonio que es también primera dama
Hay merquiolate sal de uva y silicona
Y si hay narcisos
Nunca se falta algun idiota adulador
Y si hay sumisos
Habra una dota que gobierne su sudor
Como los cisnes
Nado en el fango
Sin que se embarre entre mis plumas tanta mierda
Gente del vildes
Del alto rango
Con Louisvuitton y se difrazan de la izquierda
";Cisnes
"Voy a contarles una historia
Muy particular
Me sucedio hace unos meses
En un viejo bar
Un hola fue suficiente
Para entablar conversacion
Le improvise un poema
Inspirado en su diadema
Las intenciones del Don Juan
Ya saben ustedes donde van
Cuando eran siete las cervezas
Haciendo alarde de deztreza
La invite a mi departamento
Inventando no se que cuento
Acepto muy gustosa
Eran las dos de la madrugada
Que manera de darle fin a la jornada
Paso lo que tenia que pasar
La noche fue de amar y amar
Lo comico es que al despertar
Cuando urge una caricia, me dijo
Son ochenta de los verdes
Y eso por tratarse de ti
Le dije estoy acabado
Mira no tengo ni un centavo
Solo amaneci un poquito enamorado
Aceptas un cheque post fechado
Que sirva de pago por haberte amado
Me dio un beso en la barbilla
Que me hizo un tanto cosquillas
Se vistio y se fue, a donde yo no se
Una lagrima en su mejilla
Y en su historia otra pesadilla
Regreso, y me dijo, tu deuda esta saldada
Yo tambien me marcho algo enamorada
Le dije estoy acabado
Mira no tengo ni un centavo
Solo amaneci un poquito enamorado
Aceptas un cheque post fechado
Que sirva de pago por haberte amado
Ochenta verdes por ternura
Es una ganga en el mercado
Yo que buscaba una aventura
Y termine enamorado
";Cita En El Bar
"Te conseguí la luz del sol a medianoche
Y el número después del infinito
E instalé la Osa Mayor en tu diadema
Y tú seguías ahí como si nada;
Endulcé el agua del mar para tu sed
Te alquilé un cuarto menguante de la luna
Y como buen perdedor busqué en la cama
Las cosas que el amor no resolvía
Y cómo duele que estés tan lejos
Durmiendo aqui en la misma cama;
Cómo duele tanta distancia
Aunque te escucho respirar
Y estás a cientos de kilómetros
Y duele quererte tanto
Fingir que todo está perfecto
Mientras duele gastar la vida
Tratando de localizar
Lo que hace tiempo se perdió...
Acabé con los jardines por tus flores
Inventé la alquimia contra la utopía
Y he llegado a confundir con la ternura
La lástima con que a veces me miras;
Que triste es asumir el sufrimiento
Patético es creer que una mentira
Convoque a los duendes del milagro
Que te hagan despertar enamorada
Cómo duele que estés tan lejos
Durmiendo aquí en la misma cama;
Cómo duele tanta distancia
Aunque te escucho respirar
Y estás a cientos de kilómetros
Y duele quererte tanto
Fingir que todo está perfecto
Mientras duele gastar la vida
Tratando de localizar
Lo que hace tiempo se perdió...
Por qué nos duele tanta distancia
Fingir que todo está perfecto
Mientras sientes que te duele
Gastar la vida durmiendo aquí en la misma cama...
Cómo duele....
";Como duele
